ROLL_NO,REGISTRATION_NUMBER,GENDER,STRATUM,SCHOOL_NAT,SCHOOL_TYPE,DSBDA,CC,AI,WT,EM-3,ACADEMIC_PROGRAM,TOTAL_MARKS
2881,SB11201220360957,F,Stratum 3,PUBLIC,ACADEMIC,56,59,52,61,45,CIVIL ENGINEERING,273
2882,SB11201220361170,F,Stratum 2,PUBLIC,ACADEMIC,47,46,53,53,54,INDUSTRIAL ENGINEERING,253
2883,SB11201220361264,F,Stratum 2,PRIVATE,ACADEMIC,73,54,58,87,65,PRODUCTION ENGINEERING,337
2884,SB11201220361268,M,Stratum 2,PRIVATE,ACADEMIC,66,52,53,62,73,INDUSTRIAL ENGINEERING,306
2885,SB11201220361310,F,Stratum 3,PRIVATE,ACADEMIC,51,51,51,55,48,INDUSTRIAL ENGINEERING,256
2886,SB11201220361316,M,Stratum 3,PRIVATE,ACADEMIC,54,53,53,59,76,ELECTROMECHANICAL ENGINEERING,295
2887,SB11201220361446,M,Stratum 3,PRIVATE,ACADEMIC,65,62,55,59,52,ELECTRONIC ENGINEERING,293
2888,SB11201220361551,M,Stratum 2,PUBLIC,ACADEMIC,62,60,59,67,49,CONTROL ENGINEERING,297
2889,SB11201220361704,M,Stratum 2,PUBLIC,ACADEMIC,64,64,64,54,50,CIVIL ENGINEERING,296
2890,SB11201220361773,M,Stratum 3,PUBLIC,ACADEMIC,64,67,64,65,60,INDUSTRIAL ENGINEERING,320
2891,SB11201220361805,F,Stratum 2,PUBLIC,ACADEMIC,58,52,59,63,48,CIVIL ENGINEERING,280
2892,SB11201220361863,M,Stratum 3,PUBLIC,ACADEMIC,73,76,83,77,76,ELECTRONIC ENGINEERING,385
2893,SB11201220362022,M,Stratum 2,PRIVATE,ACADEMIC,73,60,58,72,64,INDUSTRIAL ENGINEERING,327
2894,SB11201220362295,F,Stratum 2,PUBLIC,ACADEMIC,60,59,57,66,48,CIVIL ENGINEERING,290
2895,SB11201220362301,M,Stratum 2,PUBLIC,ACADEMIC,64,79,66,74,70,MECHANICAL ENGINEERING,353
2896,SB11201220362318,F,Stratum 2,PUBLIC,ACADEMIC,48,57,56,59,46,CHEMICAL ENGINEERING,266
2897,SB11201220362386,M,Stratum 2,PUBLIC,ACADEMIC,55,56,57,54,53,INDUSTRIAL ENGINEERING,275
2898,SB11201220362533,M,Stratum 4,PRIVATE,ACADEMIC,68,58,65,69,62,CHEMICAL ENGINEERING,322
2899,SB11201220362808,F,Stratum 3,PRIVATE,ACADEMIC,47,71,64,66,68,INDUSTRIAL ENGINEERING,316
2900,SB11201220362853,M,Stratum 3,PRIVATE,TECHNICAL/ACADEMIC,55,58,61,55,49,INDUSTRIAL ENGINEERING,278
2901,SB11201220362887,M,Stratum 3,PRIVATE,TECHNICAL/ACADEMIC,56,44,49,58,52,INDUSTRIAL ENGINEERING,259
2902,SB11201220362907,M,Stratum 2,PRIVATE,ACADEMIC,54,57,57,58,76,CIVIL ENGINEERING,302
2903,SB11201220363072,F,Stratum 2,PUBLIC,ACADEMIC,68,52,57,64,59,INDUSTRIAL ENGINEERING,300
2904,SB11201220363158,M,Stratum 3,PUBLIC,ACADEMIC,48,43,56,48,49,MECHANICAL ENGINEERING,244
2905,SB11201220363325,M,Stratum 2,PUBLIC,ACADEMIC,64,62,76,70,71,PRODUCTION ENGINEERING,343
2906,SB11201220363336,M,Stratum 3,PUBLIC,ACADEMIC,64,57,64,79,64,INDUSTRIAL ENGINEERING,328
2907,SB11201220363406,F,Stratum 3,PUBLIC,ACADEMIC,72,77,81,91,67,ELECTRIC ENGINEERING,388
2908,SB11201220363915,M,Stratum 4,PRIVATE,Not apply,66,52,66,69,73,CIVIL ENGINEERING,326
2909,SB11201220364113,M,Stratum 3,PRIVATE,ACADEMIC,54,67,62,63,67,INDUSTRIAL ENGINEERING,313
2910,SB11201220364157,M,Stratum 4,PRIVATE,ACADEMIC,61,67,68,65,70,ELECTRONIC ENGINEERING,331
2911,SB11201220364430,M,Stratum 2,PUBLIC,ACADEMIC,77,64,68,75,52,CONTROL ENGINEERING,336
2912,SB11201220364677,F,Stratum 3,PUBLIC,ACADEMIC,62,77,76,73,54,CATASTRAL ENGINEERING AND GEODESY,342
2913,SB11201220364678,M,Stratum 3,PUBLIC,ACADEMIC,62,64,66,65,71,INDUSTRIAL ENGINEERING,328
2914,SB11201220364969,M,Stratum 2,PRIVATE,Not apply,57,48,48,51,52,MECHATRONICS ENGINEERING,256
2915,SB11201220365118,F,Stratum 3,PUBLIC,ACADEMIC,77,64,72,74,67,CIVIL ENGINEERING,354
2916,SB11201220365237,M,Stratum 3,PRIVATE,ACADEMIC,62,67,66,64,68,CIVIL ENGINEERING,327
2917,SB11201220365504,M,Stratum 3,PRIVATE,ACADEMIC,49,48,46,45,53,MECHANICAL ENGINEERING,241
2918,SB11201220365511,M,Stratum 3,PRIVATE,ACADEMIC,57,60,58,47,64,CIVIL ENGINEERING,286
2919,SB11201220365514,F,Stratum 3,PRIVATE,ACADEMIC,54,44,40,41,40,INDUSTRIAL ENGINEERING,219
2920,SB11201220365973,F,Stratum 2,PRIVATE,ACADEMIC,55,57,59,55,64,INDUSTRIAL ENGINEERING,290
2921,SB11201220366030,M,Stratum 2,PUBLIC,ACADEMIC,60,33,38,48,46,INDUSTRIAL ENGINEERING,225
2922,SB11201220366142,M,Stratum 2,PUBLIC,ACADEMIC,46,50,48,51,43,INDUSTRIAL ENGINEERING,238
2923,SB11201220366184,F,Stratum 2,PUBLIC,ACADEMIC,52,49,53,48,43,CIVIL ENGINEERING,245
2924,SB11201220366352,M,Stratum 2,PUBLIC,ACADEMIC,51,57,59,45,73,INDUSTRIAL ENGINEERING,285
2925,SB11201220370363,F,Stratum 3,PRIVATE,ACADEMIC,47,55,53,54,43,CIVIL ENGINEERING,252
2926,SB11201220370405,F,Stratum 4,PRIVATE,ACADEMIC,75,64,64,79,58,INDUSTRIAL ENGINEERING,340
2927,SB11201220370440,F,Stratum 3,PRIVATE,ACADEMIC,60,68,57,63,50,CIVIL ENGINEERING,298
2928,SB11201220370495,F,Stratum 4,PRIVATE,ACADEMIC,56,62,53,51,53,INDUSTRIAL ENGINEERING,275
2929,SB11201220370736,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,65,62,57,58,59,INDUSTRIAL ENGINEERING,301
2930,SB11201220370741,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,45,62,62,42,54,INDUSTRIAL ENGINEERING,265
2931,SB11201220370805,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,55,52,51,47,48,CIVIL ENGINEERING,253
2932,SB11201220371002,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,60,60,64,59,50,INDUSTRIAL ENGINEERING,293
2933,SB11201220371040,F,Stratum 4,PRIVATE,ACADEMIC,83,70,89,87,80,ELECTRONIC ENGINEERING,409
2934,SB11201220371137,M,Stratum 4,PRIVATE,ACADEMIC,61,60,55,58,49,INDUSTRIAL ENGINEERING,283
2935,SB11201220371170,M,Stratum 5,PRIVATE,ACADEMIC,54,64,64,59,60,INDUSTRIAL ENGINEERING,301
2936,SB11201220371186,M,Stratum 3,PRIVATE,ACADEMIC,60,58,69,55,50,CIVIL ENGINEERING,292
2937,SB11201220371457,M,Stratum 4,PRIVATE,ACADEMIC,87,85,74,91,65,CHEMICAL ENGINEERING,402
2938,SB11201220371466,M,Stratum 4,PRIVATE,ACADEMIC,56,59,57,45,48,INDUSTRIAL ENGINEERING,265
2939,SB11201220371715,F,Stratum 4,PRIVATE,ACADEMIC,67,64,66,59,78,INDUSTRIAL ENGINEERING,334
2940,SB11201220371723,F,Stratum 3,PRIVATE,ACADEMIC,82,79,83,85,73,CIVIL ENGINEERING,402
2941,SB11201220371730,M,Stratum 6,PRIVATE,ACADEMIC,89,62,62,71,76,CIVIL ENGINEERING,360
2942,SB11201220371753,M,Stratum 3,PRIVATE,ACADEMIC,87,87,81,92,78,MECHANICAL ENGINEERING,425
2943,SB11201220371920,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,56,62,61,59,65,INDUSTRIAL ENGINEERING,303
2944,SB11201220371954,M,Stratum 4,PUBLIC,TECHNICAL/ACADEMIC,62,62,58,51,49,INDUSTRIAL ENGINEERING,282
2945,SB11201220371981,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,59,55,53,54,52,INDUSTRIAL ENGINEERING,273
2946,SB11201220372010,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,43,54,53,53,43,INDUSTRIAL ENGINEERING,246
2947,SB11201220372332,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,62,50,44,55,52,INDUSTRIAL ENGINEERING,263
2948,SB11201220372366,M,Stratum 2,PRIVATE,ACADEMIC,53,59,53,55,48,INDUSTRIAL ENGINEERING,268
2949,SB11201220372721,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,62,60,65,67,57,CHEMICAL ENGINEERING,311
2950,SB11201220372905,M,Stratum 2,PUBLIC,ACADEMIC,56,57,58,63,52,INDUSTRIAL ENGINEERING,286
2951,SB11201220372916,M,Stratum 3,PUBLIC,ACADEMIC,47,44,44,39,48,INDUSTRIAL ENGINEERING,222
2952,SB11201220373001,F,Stratum 1,PUBLIC,ACADEMIC,72,64,58,77,62,CHEMICAL ENGINEERING,333
2953,SB11201220373139,M,Stratum 3,PRIVATE,ACADEMIC,59,72,74,65,62,INDUSTRIAL ENGINEERING,332
2954,SB11201220373148,F,Stratum 3,PRIVATE,ACADEMIC,58,60,55,54,50,INDUSTRIAL ENGINEERING,277
2955,SB11201220373464,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,43,50,42,45,48,INDUSTRIAL ENGINEERING,228
2956,SB11201220373465,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,38,46,44,48,45,INDUSTRIAL ENGINEERING,221
2957,SB11201220373489,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,54,47,47,52,42,INDUSTRIAL ENGINEERING,242
2958,SB11201220373500,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,44,43,55,52,43,CIVIL ENGINEERING,237
2959,SB11201220373545,M,Stratum 5,PRIVATE,ACADEMIC,84,57,76,74,78,INDUSTRIAL ENGINEERING,369
2960,SB11201220373711,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,52,45,55,50,55,INDUSTRIAL ENGINEERING,257
2961,SB11201220374043,M,Stratum 3,PUBLIC,ACADEMIC,43,41,40,56,48,INDUSTRIAL ENGINEERING,228
2962,SB11201220374057,M,Stratum 2,PUBLIC,ACADEMIC,69,74,59,77,71,INDUSTRIAL ENGINEERING,350
2963,SB11201220374171,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,44,52,47,38,46,INDUSTRIAL ENGINEERING,227
2964,SB11201220374588,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,47,54,46,50,45,INDUSTRIAL ENGINEERING,242
2965,SB11201220374646,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,53,58,56,58,52,INDUSTRIAL ENGINEERING,277
2966,SB11201220374659,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,74,49,56,73,67,CHEMICAL ENGINEERING,319
2967,SB11201220374697,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,53,64,66,54,49,CIVIL ENGINEERING,286
2968,SB11201220374720,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,43,50,42,45,50,INDUSTRIAL ENGINEERING,230
2969,SB11201220374726,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,62,59,50,58,50,CIVIL ENGINEERING,279
2970,SB11201220374727,M,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,59,48,57,64,53,CIVIL ENGINEERING,281
2971,SB11201220374810,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,80,64,68,72,60,INDUSTRIAL ENGINEERING,344
2972,SB11201220374838,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,52,68,55,65,54,INDUSTRIAL ENGINEERING,294
2973,SB11201220374859,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,49,54,52,51,52,INDUSTRIAL ENGINEERING,258
2974,SB11201220375544,F,Stratum 3,PRIVATE,ACADEMIC,59,54,60,54,75,INDUSTRIAL ENGINEERING,302
2975,SB11201220375569,M,Stratum 4,PRIVATE,ACADEMIC,82,87,74,100,75,MECHANICAL ENGINEERING,418
2976,SB11201220375578,F,Stratum 5,PRIVATE,ACADEMIC,78,62,69,78,90,INDUSTRIAL ENGINEERING,377
2977,SB11201220375664,M,0,PUBLIC,TECHNICAL,54,45,45,61,45,INDUSTRIAL ENGINEERING,250
2978,SB11201220375711,M,Stratum 1,PRIVATE,ACADEMIC,73,58,64,71,68,INDUSTRIAL ENGINEERING,334
2979,SB11201220375724,M,Stratum 2,PRIVATE,ACADEMIC,72,64,66,78,70,CHEMICAL ENGINEERING,350
2980,SB11201220375776,M,Stratum 3,PRIVATE,ACADEMIC,52,59,59,63,67,CIVIL ENGINEERING,300
2981,SB11201220375937,M,Stratum 3,PRIVATE,ACADEMIC,68,50,62,69,73,MECHANICAL ENGINEERING,322
2982,SB11201220376639,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,54,53,55,61,50,INDUSTRIAL ENGINEERING,273
2983,SB11201220376919,M,Stratum 2,PRIVATE,ACADEMIC,56,39,42,37,42,INDUSTRIAL ENGINEERING,216
2984,SB11201220376935,M,Stratum 4,PRIVATE,ACADEMIC,61,62,53,62,52,MECHANICAL ENGINEERING,290
2985,SB11201220376939,M,Stratum 2,PRIVATE,ACADEMIC,55,57,61,58,59,ELECTRONIC ENGINEERING,290
2986,SB11201220377043,M,0,PRIVATE,ACADEMIC,64,41,42,55,50,INDUSTRIAL ENGINEERING,252
2987,SB11201220377077,M,Stratum 2,PRIVATE,ACADEMIC,53,52,59,60,55,INDUSTRIAL ENGINEERING,279
2988,SB11201220377096,M,Stratum 1,PRIVATE,ACADEMIC,47,50,50,59,48,INDUSTRIAL ENGINEERING,254
2989,SB11201220378109,M,Stratum 2,PRIVATE,ACADEMIC,70,77,64,78,67,INDUSTRIAL ENGINEERING,356
2990,SB11201220378249,M,Stratum 3,PRIVATE,ACADEMIC,70,62,60,71,58,CIVIL ENGINEERING,321
2991,SB11201220378285,M,Stratum 2,PRIVATE,ACADEMIC,57,58,52,51,59,INDUSTRIAL ENGINEERING,277
2992,SB11201220378306,M,Stratum 3,PRIVATE,ACADEMIC,61,60,66,64,41,CIVIL ENGINEERING,292
2993,SB11201220378309,M,Stratum 3,PRIVATE,ACADEMIC,61,50,45,57,54,INDUSTRIAL ENGINEERING,267
2994,SB11201220378315,M,0,PRIVATE,ACADEMIC,57,46,53,50,52,INDUSTRIAL ENGINEERING,258
2995,SB11201220378329,F,Stratum 3,PRIVATE,ACADEMIC,48,58,56,47,52,INDUSTRIAL ENGINEERING,261
2996,SB11201220378332,M,Stratum 2,PRIVATE,ACADEMIC,66,52,69,77,73,ELECTRONIC ENGINEERING,337
2997,SB11201220378348,M,Stratum 3,PRIVATE,ACADEMIC,83,67,64,75,60,CHEMICAL ENGINEERING,349
2998,SB11201220378385,M,Stratum 3,PRIVATE,ACADEMIC,62,70,72,54,55,CIVIL ENGINEERING,313
2999,SB11201220378425,M,Stratum 3,PRIVATE,ACADEMIC,77,72,64,73,65,CIVIL ENGINEERING,351
3000,SB11201220378447,M,Stratum 4,PRIVATE,ACADEMIC,69,66,59,70,68,INDUSTRIAL ENGINEERING,332
3001,SB11201220378452,F,Stratum 2,PRIVATE,ACADEMIC,57,60,58,54,52,CHEMICAL ENGINEERING,281
3002,SB11201220378547,M,Stratum 4,PRIVATE,ACADEMIC,66,64,61,69,58,ELECTRONIC ENGINEERING,318
3003,SB11201220378555,M,Stratum 2,PRIVATE,ACADEMIC,65,68,62,78,59,CHEMICAL ENGINEERING,332
3004,SB11201220378713,M,Stratum 1,PUBLIC,ACADEMIC,74,67,62,75,55,CHEMICAL ENGINEERING,333
3005,SB11201220379059,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,52,57,59,48,48,INDUSTRIAL ENGINEERING,264
3006,SB11201220379160,M,Stratum 2,PRIVATE,ACADEMIC,55,62,59,73,48,CHEMICAL ENGINEERING,297
3007,SB11201220379271,F,Stratum 4,PRIVATE,ACADEMIC,62,58,59,51,42,INDUSTRIAL ENGINEERING,272
3008,SB11201220379287,M,Stratum 2,PRIVATE,ACADEMIC,50,54,52,55,43,INDUSTRIAL ENGINEERING,254
3009,SB11201220379292,M,Stratum 3,PRIVATE,ACADEMIC,79,64,66,80,64,MECHANICAL ENGINEERING,353
3010,SB11201220379300,M,Stratum 2,PRIVATE,ACADEMIC,59,51,52,55,40,INDUSTRIAL ENGINEERING,257
3011,SB11201220379368,M,Stratum 2,PRIVATE,ACADEMIC,58,64,62,55,57,CHEMICAL ENGINEERING,296
3012,SB11201220379390,M,Stratum 2,PRIVATE,ACADEMIC,57,56,60,58,68,CIVIL ENGINEERING,299
3013,SB11201220379414,M,Stratum 2,PRIVATE,ACADEMIC,46,48,45,54,58,ELECTRONIC ENGINEERING,251
3014,SB11201220379802,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,64,60,58,61,73,CHEMICAL ENGINEERING,316
3015,SB11201220380003,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,53,35,26,45,30,INDUSTRIAL ENGINEERING,189
3016,SB11201220380125,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,42,53,53,47,52,INDUSTRIAL ENGINEERING,247
3017,SB11201220380337,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,46,52,48,58,59,INDUSTRIAL ENGINEERING,263
3018,SB11201220380386,M,Stratum 2,PRIVATE,ACADEMIC,54,47,55,58,57,INDUSTRIAL ENGINEERING,271
3019,SB11201220380396,F,Stratum 2,PRIVATE,ACADEMIC,44,46,59,46,52,INDUSTRIAL ENGINEERING,247
3020,SB11201220380663,M,Stratum 3,PRIVATE,ACADEMIC,62,64,66,67,62,CHEMICAL ENGINEERING,321
3021,SB11201220380878,M,Stratum 3,PRIVATE,ACADEMIC,73,52,55,62,70,CIVIL ENGINEERING,312
3022,SB11201220381031,M,Stratum 3,PRIVATE,ACADEMIC,44,44,45,50,65,CIVIL ENGINEERING,248
3023,SB11201220381215,M,0,PRIVATE,ACADEMIC,43,41,40,46,38,INDUSTRIAL ENGINEERING,208
3024,SB11201220381236,F,Stratum 2,PRIVATE,ACADEMIC,51,60,61,54,59,INDUSTRIAL ENGINEERING,285
3025,SB11201220381279,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,53,48,47,55,50,INDUSTRIAL ENGINEERING,253
3026,SB11201220381358,F,Stratum 3,PRIVATE,ACADEMIC,50,41,42,44,42,INDUSTRIAL ENGINEERING,219
3027,SB11201220381376,M,Stratum 3,PRIVATE,ACADEMIC,56,51,53,63,46,INDUSTRIAL ENGINEERING,269
3028,SB11201220381483,M,Stratum 2,PRIVATE,ACADEMIC,67,59,68,68,42,INDUSTRIAL ENGINEERING,304
3029,SB11201220381553,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,52,64,55,61,45,INDUSTRIAL ENGINEERING,277
3030,SB11201220381737,F,Stratum 1,PRIVATE,ACADEMIC,58,70,61,64,50,INDUSTRIAL ENGINEERING,303
3031,SB11201220381810,M,Stratum 5,PRIVATE,ACADEMIC,79,60,60,92,76,CIVIL ENGINEERING,367
3032,SB11201220381824,M,Stratum 5,PRIVATE,ACADEMIC,73,74,68,75,80,CHEMICAL ENGINEERING,370
3033,SB11201220382339,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,64,70,72,65,43,CHEMICAL ENGINEERING,314
3034,SB11201220382344,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,56,57,59,62,48,INDUSTRIAL ENGINEERING,282
3035,SB11201220382703,M,Stratum 3,PRIVATE,ACADEMIC,59,72,66,63,70,INDUSTRIAL ENGINEERING,330
3036,SB11201220382917,M,Stratum 1,PUBLIC,TECHNICAL,52,45,45,52,42,INDUSTRIAL ENGINEERING,236
3037,SB11201220383230,F,Stratum 1,PUBLIC,ACADEMIC,52,43,47,44,45,INDUSTRIAL ENGINEERING,231
3038,SB11201220383700,M,Stratum 1,PUBLIC,TECHNICAL,49,50,48,54,38,INDUSTRIAL ENGINEERING,239
3039,SB11201220383722,F,Stratum 1,PUBLIC,TECHNICAL,55,52,57,54,43,CHEMICAL ENGINEERING,261
3040,SB11201220383797,M,Stratum 1,PUBLIC,TECHNICAL,65,59,55,59,67,CHEMICAL ENGINEERING,305
3041,SB11201220383842,F,Stratum 2,PUBLIC,ACADEMIC,57,54,55,53,41,CIVIL ENGINEERING,260
3042,SB11201220384200,M,Stratum 1,PUBLIC,TECHNICAL,68,62,58,72,52,INDUSTRIAL ENGINEERING,312
3043,SB11201220384207,M,Stratum 1,PUBLIC,TECHNICAL,48,62,62,55,55,CHEMICAL ENGINEERING,282
3044,SB11201220384818,F,Stratum 1,PUBLIC,ACADEMIC,55,50,50,46,50,INDUSTRIAL ENGINEERING,251
3045,SB11201220384823,M,Stratum 1,PUBLIC,ACADEMIC,45,45,47,51,49,INDUSTRIAL ENGINEERING,237
3046,SB11201220384847,M,Stratum 1,PUBLIC,ACADEMIC,58,54,55,58,48,MECHANICAL ENGINEERING,273
3047,SB11201220384865,M,Stratum 1,PUBLIC,ACADEMIC,57,62,64,60,49,CHEMICAL ENGINEERING,292
3048,SB11201220384870,M,Stratum 1,PUBLIC,ACADEMIC,65,62,58,65,58,CHEMICAL ENGINEERING,308
3049,SB11201220385098,M,Stratum 1,PUBLIC,ACADEMIC,50,49,53,47,43,INDUSTRIAL ENGINEERING,242
3050,SB11201220385263,M,Stratum 1,PUBLIC,ACADEMIC,60,62,57,68,48,INDUSTRIAL ENGINEERING,295
3051,SB11201220385361,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,53,54,52,66,49,INDUSTRIAL ENGINEERING,274
3052,SB11201220385580,M,Stratum 1,PUBLIC,ACADEMIC,55,43,50,58,46,INDUSTRIAL ENGINEERING,252
3053,SB11201220385641,F,Stratum 2,PRIVATE,ACADEMIC,59,59,59,55,43,INDUSTRIAL ENGINEERING,275
3054,SB11201220385656,M,Stratum 2,PRIVATE,ACADEMIC,71,51,59,85,53,CIVIL ENGINEERING,319
3055,SB11201220385945,M,Stratum 1,PUBLIC,ACADEMIC,56,64,66,63,50,CHEMICAL ENGINEERING,299
3056,SB11201220386050,M,Stratum 1,PUBLIC,ACADEMIC,51,43,50,48,45,INDUSTRIAL ENGINEERING,237
3057,SB11201220386272,M,Stratum 1,PUBLIC,ACADEMIC,44,44,56,55,42,INDUSTRIAL ENGINEERING,241
3058,SB11201220386275,M,Stratum 1,PUBLIC,ACADEMIC,52,48,57,55,43,CIVIL ENGINEERING,255
3059,SB11201220386747,M,Stratum 1,PUBLIC,TECHNICAL,52,62,68,56,48,INDUSTRIAL ENGINEERING,286
3060,SB11201220386757,F,Stratum 1,PUBLIC,ACADEMIC,53,50,47,45,43,INDUSTRIAL ENGINEERING,238
3061,SB11201220387173,F,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,43,36,29,30,41,INDUSTRIAL ENGINEERING,179
3062,SB11201220387281,M,Stratum 1,PRIVATE,ACADEMIC,87,62,60,68,62,MECHANICAL ENGINEERING,339
3063,SB11201220387969,F,Stratum 1,PUBLIC,TECHNICAL,50,54,46,53,53,CIVIL ENGINEERING,256
3064,SB11201220388102,M,Stratum 1,PUBLIC,ACADEMIC,55,41,50,61,50,INDUSTRIAL ENGINEERING,257
3065,SB11201220388143,M,Stratum 1,PUBLIC,ACADEMIC,59,47,51,54,41,CIVIL ENGINEERING,252
3066,SB11201220388728,F,Stratum 2,PUBLIC,ACADEMIC,56,44,52,55,38,CIVIL ENGINEERING,245
3067,SB11201220388822,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,80,70,66,86,53,CHEMICAL ENGINEERING,355
3068,SB11201220388849,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,42,53,53,47,42,CIVIL ENGINEERING,237
3069,SB11201220388959,M,Stratum 1,PUBLIC,ACADEMIC,58,64,61,50,54,INDUSTRIAL ENGINEERING,287
3070,SB11201220389270,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,69,76,69,65,71,CHEMICAL ENGINEERING,350
3071,SB11201220389470,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,47,36,36,53,55,INDUSTRIAL ENGINEERING,227
3072,SB11201220389481,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,54,60,57,42,55,INDUSTRIAL ENGINEERING,268
3073,SB11201220389946,F,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,54,41,44,52,46,INDUSTRIAL ENGINEERING,237
3074,SB11201220389984,M,Stratum 1,PUBLIC,TECHNICAL/ACADEMIC,66,56,57,62,52,INDUSTRIAL ENGINEERING,293
3075,SB11201220390558,M,Stratum 3,PRIVATE,ACADEMIC,79,74,77,67,76,CHEMICAL ENGINEERING,373
3076,SB11201220390665,M,Stratum 1,PUBLIC,ACADEMIC,50,38,40,45,38,INDUSTRIAL ENGINEERING,211
3077,SB11201220391194,F,Stratum 1,PUBLIC,ACADEMIC,57,60,60,69,57,CHEMICAL ENGINEERING,303
3078,SB11201220391337,M,Stratum 4,PRIVATE,ACADEMIC,54,51,53,61,53,INDUSTRIAL ENGINEERING,272
3079,SB11201220391378,M,Stratum 2,PRIVATE,ACADEMIC,59,64,69,65,57,CIVIL ENGINEERING,314
3080,SB11201220391393,M,Stratum 5,PRIVATE,ACADEMIC,57,43,55,50,43,CIVIL ENGINEERING,248
3081,SB11201220391422,M,Stratum 3,PUBLIC,ACADEMIC,100,74,71,72,78,ELECTRONIC ENGINEERING,395
3082,SB11201220391432,M,Stratum 4,PUBLIC,ACADEMIC,62,44,53,68,60,CIVIL ENGINEERING,287
3083,SB11201220391473,F,Stratum 2,PUBLIC,ACADEMIC,53,52,55,48,54,INDUSTRIAL ENGINEERING,262
3084,SB11201220391477,M,Stratum 3,PUBLIC,ACADEMIC,66,54,66,71,58,MECHATRONICS ENGINEERING,315
3085,SB11201220391481,M,Stratum 5,PUBLIC,ACADEMIC,77,56,61,72,67,CIVIL ENGINEERING,333
3086,SB11201220391487,F,Stratum 2,PUBLIC,ACADEMIC,69,76,74,68,78,INDUSTRIAL ENGINEERING,365
3087,SB11201220391525,M,Stratum 4,PUBLIC,ACADEMIC,72,62,64,68,58,ELECTRONIC ENGINEERING,324
3088,SB11201220391547,M,Stratum 2,PUBLIC,ACADEMIC,70,64,69,78,58,INDUSTRIAL ENGINEERING,339
3089,SB11201220391550,F,Stratum 3,PUBLIC,ACADEMIC,72,58,69,77,60,CIVIL ENGINEERING,336
3090,SB11201220391553,M,Stratum 4,PUBLIC,ACADEMIC,59,56,57,54,60,MECHANICAL ENGINEERING,286
3091,SB11201220391622,F,Stratum 5,PRIVATE,ACADEMIC,64,67,71,68,60,CHEMICAL ENGINEERING,330
3092,SB11201220391641,F,Stratum 5,PRIVATE,ACADEMIC,53,70,66,58,60,CIVIL ENGINEERING,307
3093,SB11201220391668,F,Stratum 4,PRIVATE,ACADEMIC,54,62,61,55,58,CIVIL ENGINEERING,290
3094,SB11201220391727,F,Stratum 3,PUBLIC,TECHNICAL/ACADEMIC,62,62,65,57,62,INDUSTRIAL ENGINEERING,308
3095,SB11201220391742,M,Stratum 2,PUBLIC,TECHNICAL/ACADEMIC,72,60,66,56,65,ELECTRONIC ENGINEERING,319
